name,type_number,price
DRAIN TUBE,13870-14H01 SUZUKI,15.62
"SUPERSEDED BY 1387021458 TUBE,DRAIN",13870-17E00 SUZUKI,23.3
DRAIN TUBE,13870-21309 SUZUKI,11.26
"SUPERSEDED BY 1387021458 TUBE,DRAIN",13870-21350 SUZUKI,23.3
"SUPERSEDED BY 1387021458 TUBE,DRAIN",13870-21411 SUZUKI,23.3
"BODY,MUFFLER",14310-05G01 SUZUKI,187.42
FENDER SPACER,95429-06J00 SUZUKI,7.57
FRAME COVER,47200-14J10-AQX SUZUKI,145.34
".CUSHION, UPPER",95439-06J00 SUZUKI,5.13
FRAME COVER,47200-14J10-BAX SUZUKI,125.93
FRAME COVER,47200-15J10-4TX SUZUKI,133.48
FRAME COVER,47200-15J10-YVB SUZUKI,177.79
FRAME COVER,47200-15J20-YSF SUZUKI,150.07
"COVER ASSY,FRAM",47200-15J50-YMD SUZUKI,115.34
"PLATE, HEAT SHIELD",95482-06J00 SUZUKI,68.72
SIDE BAG,95500-06J42 SUZUKI,1946.07
"BOLT,RADIATOR C",17788-47L00 SUZUKI,3.7
"BRACKET, RADIATOR SUPPORT",17790-17K00 SUZUKI,31.52
CONDUCTION,17791-24D00 SUZUKI,60.15
"CONDUCTION,RADI",17791-48H01 SUZUKI,28.49
RADIATOR CUSHION,17798-39G00 SUZUKI,5.89
FRAME COVER,47210-13K30-4TX SUZUKI,132.92
"COVER,FRAME,L",47210-13K60-YUH SUZUKI,124.97
RADIATOR FAN,17800-13K00 SUZUKI,529.43
"SUPERSEDED BY 1780024F01 FAN ASSY,RADIAT",17800-24F00 SUZUKI,687.16
FRAME COVER,47210-15H01-YVZ SUZUKI,181.59
"SUPERSEDED BY 4721015H11YPA COVER,FRAME,L(W",47210-15H10-YPA SUZUKI,238.36
RADIATOR FAN,17800-31G20 SUZUKI,217.3
FRAME COVER,47210-15H30-44X SUZUKI,205.69
"SUPERSEDED BY 9570010835 LOCK SET,SEAT H",95700-10832 SUZUKI,123.93
"FAN ASSY, RADIATOR",17800-33H00 SUZUKI,428.15
"SUPERSEDED BY 9570010835 LOCK SET,SEAT H",95700-10834 SUZUKI,123.93
SEAT LOCK,95700-12853 SUZUKI,134.77
RADIATOR FAN,17800-41F20 SUZUKI,686.54
SUPERSEDED BY 9570030832 SEAT LOCK SET,95700-30830 SUZUKI,72.87
"SUPERSEDED BY 9570031841 LOCK SET,SEAT",95700-31840 SUZUKI,77.05
CASE LOCK,95700-31870 SUZUKI,90.18
SHROUD FAN ASSY,17810-25L00 SUZUKI,200.41
FAN ASSY,17810-25LT0 SUZUKI,190.23
RADIATOR GUARD,17811-31G00 SUZUKI,52.21
"SUPERSEDED BY 9570041821 LOCK SET,HELMET",95700-44821 SUZUKI,150.26
RADIATOR FAN,17820-09F10 SUZUKI,71.35
"SUPERSEDED BY 4550241G02YBD COVER,SEAT TAIL",45502-41G01-YBD SUZUKI,235.8
RADIATOR OUTLET HOSE,17852-31J00 SUZUKI,27.49
RADIATOR OUTLET HOSE,17852-35F10 SUZUKI,49.48
"SUPERSEDED BY 1785240F10 HOSE,RADIATOR O",17852-40F00 SUZUKI,38.28
"SUPERSEDED BY 4550241G21YBD COVER,SEAT TAIL",45502-41G20-YBD SUZUKI,241.69
DRIVE BELT,27601-09F51 SUZUKI,213.84
"HOSE, OUTLET NO.1",17852-49H10 SUZUKI,19.18
CONNECTOR HOSE,17853-02F10 SUZUKI,11.0
WATER SWITCH,34850-03D00 SUZUKI,117.75
"COVER, SEAT TAIL CENTER (RED) FOR BZG",45503-41G00-YHH SUZUKI,236.08
".JOINT SET, CHAIN OPT",27620-03B00 SUZUKI,11.0
"SUPERSEDED BY 3485044D40 SWITCH ASSY,WAT",34850-44D20 SUZUKI,89.59
RADIATOR JOINT HOSE,17853-28H10 SUZUKI,23.05
CYLINDER INLET HOSE,17853-29G00 SUZUKI,32.34
"SUPERSEDED BY 1785335F10 HOSE,CYLINDER I",17853-35F00 SUZUKI,32.75
"SUPERSEDED BY 1785329E00 HOSE,RDTR JOINT",17853-36E00 SUZUKI,16.05
RADIATOR JOINT HOSE,17853-36F00 SUZUKI,5.74
FRAME COVER,47210-47H20-YVB SUZUKI,145.8
FRAME COVER,47210-47HA0-YWW SUZUKI,205.77
"SUPERSEDED BY 2762040220 JOINT ASSY,CHAI",27620-20210 SUZUKI,10.89
"CABLE ASSY, SPE",34910-09401 SUZUKI,39.74
CHAIN JOINT,27620-33E50 SUZUKI,17.66
CHAIN JOINT,27620-35G01 SUZUKI,21.02
DRIVEN GEAR,24351-37F20 SUZUKI,119.56
CHAIN JOINT,27620-40F20 SUZUKI,17.2
WATER PUMP CASE,17410-44D10 SUZUKI,112.21
SPEEDOMETER GUIDE,34938-29F10 SUZUKI,14.25
WATER PUMP CASE,17411-28H10 SUZUKI,88.23
WATER PUMP CASE,17411-40F00 SUZUKI,145.34
"BOX SET,SEAT TA",45550-17811-YUH SUZUKI,196.67
UNDER COWLING DECAL,68190-39F00-M18 SUZUKI,49.58
"BOX COMP, SEAT TAIL (BLACK)",45550-39G30-YVB SUZUKI,218.7
"EMBLEM,SUZUKI",68191-06L00-BT1 SUZUKI,18.89
SEAT TAIL BOX,45551-47H00-PGZ SUZUKI,119.02
"BOX, SEAT TAIL RR (BLACK) FOR CRU",45552-47H00-019 SUZUKI,124.97
HELMET HOLDER,45553-41G00 SUZUKI,24.92
CUSHION,45562-44410 SUZUKI,2.44
EMBLEM,68191-20K00-BFJ SUZUKI,3.72
SUPERSEDED BY 4556249301 MOUL SEAT TAIL,45562-49310 SUZUKI,7.15
"SUPERSEDED BY 3494038300 CABLE,TACHOMETE",34940-44700 SUZUKI,56.38
"SUPERSEDED BY 4570014FB2 BRACKET,STRIKER",45700-14FB0 SUZUKI,74.66
"EMBLEM, IN.SUZUKIIN. LH (WHITE)",68191-29G00-YBD SUZUKI,52.62
"SUPERSEDED BY 4570014FC2 LOCK ASSY,SEAT",45700-14FC1 SUZUKI,77.51
SPEEDOMETER BRACKET,34950-02J00 SUZUKI,39.59
RESERVE TANK,17910-15H00 SUZUKI,59.05
"COVER, FRAME LH (WHITE)",47211-28H00-30H SUZUKI,71.82
FRAME COVER,47211-32E10-YUD SUZUKI,139.67
"LABEL, COOLING FAN",17991-02F40 SUZUKI,4.22
SUPERSEDED BY 1800002820 LT160 RECOIL ST,18000-35B00 SUZUKI,175.93
CANISTER VALVE,18114-74P00 SUZUKI,109.3
"SUPERSEDED BY 1811705H12 VALVE ASSY,ISC",18117-05H00 SUZUKI,255.84
MOTOR,18117-14J01 SUZUKI,385.57
"SUPERSEDED BY 1811715H12 VALVE ASSY,ISC",18117-15H10 SUZUKI,356.85
HEADLIGHT DECAL,68210-04K10-A3F SUZUKI,35.05
"EMBLEM SET, RH (WHITE)",68220-39F00-0JW SUZUKI,48.15
DUTY VALVE,18117-52G00 SUZUKI,146.87
"SUPERSEDED BY 4417108G10YU1 COVER,FUEL TANK",44171-08G00-YU1 SUZUKI,56.54
REEL,18121-40B01 SUZUKI,48.41
BOLT,15118-93J00 SUZUKI,12.48
"SUPERSEDED BY 2630008010 LEVER ASSY,KICK",26300-08003 SUZUKI,107.31
FUEL PUMP O RING,15201-07L00 SUZUKI,19.08
"O RING, FUEL PUMP",15201-48H00 SUZUKI,21.18
SPEEDOMETER ASSY,34100-28K00 SUZUKI,644.18
SPEEDOMETER ASSY,34100-28K10 SUZUKI,936.82
PLATE,15410-41F30 SUZUKI,522.03
"BRACE, WINDSCREEN",94621-06J10 SUZUKI,208.25
"SUPERSEDED BY 9462215H01 CUSHION,SIDE PA",94622-15H00 SUZUKI,29.43
"SUPERSEDED BY 1640006B31 PUMP ASSY,OIL",16400-06B30 SUZUKI,359.9
"SUPERSEDED BY 1744138A02 COVER,WATER PUM",17441-38A00 SUZUKI,20.11
DRIVEN GEAR,24321-48G10 SUZUKI,205.33
DRIVEN GEAR,24322-44E10 SUZUKI,35.43
OIL PUMP,16400-27H00 SUZUKI,162.02
"PANEL,METER,R(S",94631-10L00-QKA SUZUKI,218.87
"PANEL,METER,R",94631-10L00-QRE SUZUKI,188.16
OIL PUMP,16400-38F00 SUZUKI,168.2
"COVER, SIDE RH (WHITE)",47111-10G20-YPA SUZUKI,307.44
"COVER,FRAME,R",47111-10L00-YUA SUZUKI,137.57
IMPELLER,17491-10G10 SUZUKI,63.62
IMPELLER,17491-12C00 SUZUKI,24.02
SUPERSEDED BY 1749117E01 IMPELLER,17491-17E00 SUZUKI,24.32
"COVER,FRAME,R",47111-11J01-YKY SUZUKI,144.64
"COVER, FRAME RH (GRAY)",47111-11J02-PGZ SUZUKI,125.1
"COVER, FRAME RH (SILVER)",47111-11J02-YMD SUZUKI,131.52
"PANEL,METER,L",94632-10L00-YUH SUZUKI,218.87
"PANEL,METER,L",94632-10L00-YVB SUZUKI,218.87
OIL COVER,16430-10H00 SUZUKI,43.77
WINDSHIELD CLIP,94637-21E00 SUZUKI,8.05
"SUPERSEDED BY 6319125C00 CUSHION,RR FEND",94638-19C00 SUZUKI,2.92
"BRACE, WINDSCREEN LOWER",94640-06J10 SUZUKI,105.49
OIL PUMP COVER,16433-49H20 SUZUKI,70.33
OIL SHAFT,16440-10H00 SUZUKI,65.31
METER PANEL,94641-20K00 SUZUKI,36.23
UPPER PANEL,94641-24F00 SUZUKI,44.21
"SUPERSEDED BY 9464126J50 COVER,WINDSCREE",94641-26J00-291 SUZUKI,17.22
"SUPERSEDED BY 1644011D00 REGULATOR ASSY,",16440-44100 SUZUKI,58.1
FRAME COVER,47111-14H01-30H SUZUKI,84.11
WATER PUMP SHAFT,17511-41G00 SUZUKI,44.2
OIL PUMP SHAFT,16440-49H10 SUZUKI,51.97
SEAT BAND,45181-39G00 SUZUKI,26.97
SEAT BAND BRACKET,45185-10FA0 SUZUKI,87.97
AIR VENT UNION,17568-50F00 SUZUKI,4.33
DRIVEN GEAR,24331-03B02 SUZUKI,64.81
"SUPERSEDED BY 2433105D01 GEAR,3RD DRIVEN",24331-05D00 SUZUKI,124.11
"CAP,THERMOSTAT",17661-25L00 SUZUKI,31.3
THERMOSTAT COVER,17661-31G00 SUZUKI,46.7
THERMOSTAT COVER,17661-37H00 SUZUKI,35.74
"SUPERSEDED BY 1766148G10 COVER,THERMOSTA",17661-48G00 SUZUKI,29.34
"SUPERSEDED BY 1647024F02 HOSE COMP,OIL C",16470-24F00 SUZUKI,176.18
"SUPERSEDED BY 4711129FB030H COVER, FRAME, R",47111-29F00-30H SUZUKI,91.44
"COVER, FRAME RH (WHITE)",47111-44AA0-30H SUZUKI,97.84
ENGINE SPROCKET,27510-47D01 SUZUKI,50.1
RADIATOR,17720-28H20 SUZUKI,458.61
PILLION SEAT,45300-02FA1-R42 SUZUKI,266.05
INTAKE COVER,94681-15H01-YKY SUZUKI,246.54
"COVER,INTAKE,L",94681-15H01-YKZ SUZUKI,249.36
"COVER,INTAKE LH",94681-15H01-YVZ SUZUKI,294.05
"SUPERSEDED BY 9498019021 BAG,OWNERS MAN",94980-19020 SUZUKI,5.52
ATV HITCH,95200-34800 SUZUKI,154.1
TRAILER TOW PLATE,95211-31G00 SUZUKI,37.74
COVER,31861-38G00 SUZUKI,4.8
MAGNETO,32100-10H00 SUZUKI,829.28
MAGNETO ASSY,32100-14H00 SUZUKI,455.93
MAGNETO,32100-28HA0 SUZUKI,1101.84
STATOR,32101-14G00 SUZUKI,666.15
"TANK ASSY, FUEL (WHITE)",49100-32E30-30H SUZUKI,1064.48
CALIPER,69100-02B44-999 SUZUKI,224.54
CALIPER,69100-03GH0-999 SUZUKI,425.8
FUEL TANK,49100-48G90-AV4 SUZUKI,1481.23
"TANK ASSY, FUEL (WHITE)",49100-48GA0-YWW SUZUKI,1381.84
"CALIPER ASSY,RR",69100-25L30-999 SUZUKI,307.52
"TANK ASSY, FUEL (BLACK)",49200-29FE0-02X SUZUKI,904.16
SEAT ASSY (BLACK/GRAY),45100-19K00-BGM SUZUKI,1080.05
ROTOR,32102-37E10 SUZUKI,365.36
"TANK ASSY,FUEL",49200-33K00-30H SUZUKI,639.98
"TANK ASSY,FUEL",49200-33K10-019 SUZUKI,651.0
"TANK ASSY,FUEL",49200-33K20-019 SUZUKI,597.7
TANK ASSY FUEL,49200-33K30-019 SUZUKI,588.43
SEAT,45100-26G10-58P SUZUKI,325.82
SEAT ASSY (BLACK),45100-26J12-AF4 SUZUKI,1207.93
SEAT ASSY,45100-26J15-AF4 SUZUKI,1207.93
SEAT ASSY(GRAY),45100-27H11-R1Z SUZUKI,296.97
"PAD,PEDAL",49751-58J20 SUZUKI,2.92
SUPERSEDED BY 3280047H40 RECTIFIER ASSY,32800-05H10 SUZUKI,338.34
SUPERSEDED BY 3280047H40 RECTIFIER ASSY,32800-05H11 SUZUKI,338.34
"DAMPER ASSY,R",51103-10L00 SUZUKI,1474.25
"DAMPER ASSY,FR",51103-13K01 SUZUKI,1126.66
"DAMPER ASSY,R",51103-13K11 SUZUKI,1291.9
SEAT ASSY (BLUE) MODEL K7/K8/K9,45100-43G00-U4W SUZUKI,442.03
"DAMPER ASSY, FRONT FORK RH",51103-14J10 SUZUKI,2131.61
DAMPER,51103-15J11 SUZUKI,1734.02
DAMPER,51103-18K10-291 SUZUKI,801.8
"CLAMP, MAGNETO LEAD",32371-02J00 SUZUKI,8.62
"DAMPER ASSY, FRONT FORK, R GSX1300BK",51103-23H00 SUZUKI,1746.52
"DAMPER ASSY,L",51104-25L60 SUZUKI,909.59
"DAMPER ASSY, FRONT FORK LH",51104-24F70 SUZUKI,1868.49
"DAMPER ASSY,L",51104-25L30 SUZUKI,1156.82
DAMPER,51104-46K00 SUZUKI,1715.52
"DAMPER ASSY, FRONT FORK LH",51104-47H50 SUZUKI,2693.07
"MIRROR ASSY,REA",56500-25L00 SUZUKI,121.57
"MIRROR ASSY, REAR VIEW RH",56500-26J03-PGZ SUZUKI,255.95
"SUPERSEDED BY 5650041G03 MIRROR ASSY,REA",56500-41G02 SUZUKI,336.64
SNAP,09385-08003 SUZUKI,1.69
"MIRROR ASSY, REAR VIEW RH",56500-48H10 SUZUKI,79.25
"SUPERSEDED BY 5650049372 MIRROR ASSY,REA",56500-49361 SUZUKI,206.39
REARVIEW MIRROR,56500-49372 SUZUKI,206.39
"SUPERSEDED BY 5181138F01 HOUSING,HEADLAM",51811-38F00 SUZUKI,27.49
HEADLIGHT COVER,51811-39G10-PGZ SUZUKI,187.7
CABLE ADJUST NUT,13661-03010 SUZUKI,5.57
"COVER,HEADLAMP",51811-47L00 SUZUKI,69.92
CLIP,09408-00056 SUZUKI,3.03
ADJUSTER BASE,13662-22J00 SUZUKI,16.69
HEADLIGHT HOUSING,51811-48E02 SUZUKI,147.89
"COVER,HEADLAMP",51811-48GC0-YMD SUZUKI,251.49
CLIP,09409-05302 SUZUKI,1.02
PIN,09409-05302-5PK SUZUKI,1.57
"COVER,HEADLAMP (BLACK) BODY COLOR:KEL",51820-13K20-YVB SUZUKI,249.52
"ADJUSTER,WIRE",57441-25L00 SUZUKI,18.44
CABLE ADJUSTER,57441-43F00 SUZUKI,15.0
LOCK NUT,57442-45C00 SUZUKI,7.63
METER COVER,51823-18K00-YVB SUZUKI,118.98
LOCK NUT,57442-45C01 SUZUKI,7.63
HOUSING CUSHION,51827-13G00 SUZUKI,4.15
SUPERSEDED BY 5746010400 SWITCH STOP,57470-10300 SUZUKI,36.92
SCREW,57484-49110 SUZUKI,1.95
SPRING,09440-10019 SUZUKI,3.31
"SUPERSEDED BY 574310AE00 BOLT, LEVER PIV",57431-0AE10 SUZUKI,2.74
"COVER, HEADLAMP LH (RED)",51815-16G00-YHL SUZUKI,28.59
HOSE,13683-13K20 SUZUKI,12.75
SUPERSEDED BY 0942003009 KEY,09420-03003 SUZUKI,4.28
GEAR SHIFT CAM,25310-28H21 SUZUKI,138.79
"SUPERSEDED BY 5762009841 LEVER SET,CLUTC",57620-09840 SUZUKI,49.95
GEAR SHIFT CAM,25310-45G10 SUZUKI,188.02
"SUPERSEDED BY 5243021812YD8 ARM SET,SUSPENS",52430-21811 SUZUKI,288.25
GEAR SHIFT STOPPER,25350-24B00 SUZUKI,14.61
"SUPERSEDED BY 2535026D01 STOPPER,GEAR SH",25350-26D00 SUZUKI,15.95
"STOPPER, CAM",25350-27C30 SUZUKI,15.72
GEAR SHIFT STOPPER,25350-37400 SUZUKI,15.16
SUSPENSION ARM,52440-31810 SUZUKI,494.98
"SUPERSEDED BY 5244038830 ARM SET,SUSP UP",52440-38820 SUZUKI,317.31
FENDER,53100-04K01-YSF SUZUKI,186.67
"FENDER,FRONT(BL",53100-04K41-YSF SUZUKI,163.38
"FENDER, FRONT (BLUE) FOR YSF",53100-08J40-YSF SUZUKI,161.49
SPRING,09448-25007-XC0 SUZUKI,4.98
BRAKE LEVER COVER,57784-43F00 SUZUKI,9.16
BRAKE LEVER COVER PIN,57785-04600 SUZUKI,1.92
GEAR SHIFT SPRING,25355-35F01 SUZUKI,4.21
"SUPERSEDED BY 5779038FA0 STOPPER,BRAKE L",57790-27H00 SUZUKI,44.62
GEAR SHIFT SPRING,25355-45G00 SUZUKI,5.79
SUPERSEDED BY 0944837010XC0 SPRING,09448-37010 SUZUKI,3.87
SHIFT CAM BOLT,25357-01H00 SUZUKI,4.74
KICK SHAFT SPRING,09448-45004 SUZUKI,7.31
FENDER,53100-15H00-YAY SUZUKI,341.57
"SUPERSEDED BY 5780031G11 LEVER SET, TRAN",57800-31G10 SUZUKI,391.89
TRANSMISSION LEVER,57800-31G22 SUZUKI,386.34
FENDER,53100-15H00-YKY SUZUKI,329.93
FENDER,53100-15H11-YWW SUZUKI,258.26
TRANSMISSION LEVER,57800-38F51 SUZUKI,495.33
FENDER,53100-31J11-GWM SUZUKI,180.31
SHIFT LEVER KNOB,57830-03GF0 SUZUKI,56.72
"FENDER, FRONT (BLACK) MODEL K5",53110-10F30-YAY SUZUKI,769.7
"FENDER COMP,FRO",53110-10L00-YVB SUZUKI,192.66
"FENDER COMP,FRO",53110-10L10-QKA SUZUKI,261.66
"SHAFT COMP,GEAR",25510-06L00 SUZUKI,57.51
"BULB(12V60/55W,",09471-12249 SUZUKI,54.1
"SHAFT COMP,GEAR",25510-10L00 SUZUKI,60.97
GEAR SHIFT SHAFT,25510-13E01 SUZUKI,111.39
"SUPERSEDED BY 5820005392 CABLE ASSY,CLUT",58200-05390 SUZUKI,12.84
"SHAFT, GEAR SHIFT",25510-17K00 SUZUKI,85.46
"FENDER COMP,FRO",53110-17K11-YMD SUZUKI,233.95
"FENDER COMP,FRO",53110-17K11-YUH SUZUKI,202.79
"FENDER, FRONT (BLACK)",53110-17K20-YKV SUZUKI,267.41
SUPERSEDED BY 0948200351 SPARK PLUG B9ES,09482-00066 SUZUKI,2.86
FENDER,53110-35F00-Y7L SUZUKI,340.77
SPARK PLUG DR8E,09482-00221 SUZUKI,3.62
"SHAFT,GEAR SHIF",25510-45G01 SUZUKI,69.8
GEAR SHIFT SHAFT,25510-46002 SUZUKI,43.34
FRONT FENDER BLACK,53110-38G20-YVB SUZUKI,262.43
"CABLE ASSY, CLUTCH",58200-17K00 SUZUKI,33.61
GEAR SHIFT PLATE,25381-10F10 SUZUKI,68.18
SUPERSEDED BY 0949123017 JET MAIN 117.5,09491-23004 SUZUKI,11.64
FRONT FENDER,53110-41FA1-CZZ SUZUKI,706.36
FENDER,53110-41FA1-EUA SUZUKI,844.92
MAIN JET,09491-23017 SUZUKI,11.64
SHIFT FORK SHAFT,25411-26D01 SUZUKI,25.26
"SUPERSEDED BY 2541138B01 SHAFT,GEAR SHIF",25411-38B00 SUZUKI,28.46
CLUTCH CABLE,58200-44AB1 SUZUKI,37.57
MAIN JET,09491-24023 SUZUKI,17.72
"SUPERSEDED BY 5311043H02YMK FENDER COMP,FRO",53110-43H00-YMK SUZUKI,547.59
"SUPERSEDED BY 5311043H02YVB FENDER,FRONT(BL",53110-43H00-YVB SUZUKI,700.52
"SUPERSEDED BY 5311043H02YAY FENDER COMP, FR",53110-43H01-YAY SUZUKI,727.21
CLUTCH CABLE,58200-48HC0 SUZUKI,63.15
"FENDER,FRONT (GRAY)",53110-43H02-YUD SUZUKI,464.0
"SUPERSEDED BY 5311043HA2FKE FENDER,FR",53110-43HA0-FKE SUZUKI,729.75
CLUTCH CABLE,58200-49301 SUZUKI,33.97
"SUPERSEDED BY 5311043HA2GDT FENDER COMP,FRT",53110-43HA0-GDT SUZUKI,976.69
"SUPERSEDED BY 5311043HA2GDV FENDER,FRONT",53110-43HA0-GDV SUZUKI,742.28
MAIN JET,09491-28011 SUZUKI,17.72
"FENDER COMP,FRT",53110-43HA1-GDT SUZUKI,976.69
MAIN JET,09491-31012 SUZUKI,17.72
MAIN JET,09491-34007 SUZUKI,12.38
CLUTCH CABLE,58210-10H00 SUZUKI,76.64
"FENDER,FRONT",53110-43HA2-HYA SUZUKI,657.93
"CABLE ASSY, CLUTCH",58210-37K01 SUZUKI,36.84
CLUTCH CABLE,58210-49H11 SUZUKI,47.89
CLUTCH BRACKET,58212-28H00 SUZUKI,101.64
THROTTLE CABLE,58300-11J11 SUZUKI,37.43
"CABLE ASSY, THROTTLE NO.2",58300-13G20 SUZUKI,42.93
"CABLE ASSY, THROTTLE NO.1",58300-14J00 SUZUKI,52.62
"FENDER,FRONT (BLUE) BODY COLOR:YUA",53111-07L00-YUA SUZUKI,166.41
FENDER,53111-08G00-YU1 SUZUKI,128.1
"SUPERSEDED BY 5311108G00YU1 FENDER,FRONT",53111-08GA0-YU1 SUZUKI,128.1
"CABLE ASSY,THRO",58300-20K00 SUZUKI,33.87
THROTTLE CABLE,58300-20K01 SUZUKI,34.7
THROTTLE CABLE,58300-20K02 SUZUKI,34.7
"CABLE ASSY, THROTTLE",58300-21G20 SUZUKI,29.74
FENDER,53111-10G00-YPA SUZUKI,341.08
"SUPERSEDED BY 5830026D23 CABLE ASSY,THRO",58300-26D21 SUZUKI,70.56
"PLATE, GEAR SHIFT CAM DRIVE",25512-06G20 SUZUKI,22.14
"SPRING, SHIFT PLATE RETURN",25515-48H01 SUZUKI,2.81
MAIN JET,09491-70016 SUZUKI,17.72
GEAR SHIFT ROD,25525-05G00 SUZUKI,10.77
"SUPERSEDED BY 2552507A10 ROD,GEAR SHIFT",25525-07A01 SUZUKI,12.28
"ROD,GEAR SHIFT",25525-20K00 SUZUKI,3.08
"FENDER,FRONT",53111-25L00-YVB SUZUKI,135.7
THROTTLE CABLE,58300-40B10 SUZUKI,16.0
FENDER,53111-27H11-PHW SUZUKI,657.51
DUST COVER,25526-01H00 SUZUKI,4.15
GEAR SHIFT ROD,25526-17K00 SUZUKI,26.05
"SUPERSEDED BY 2560001H01 LEVER ASSY,GEAR",25600-01H00 SUZUKI,106.25
PILOT JET,09492-40010 SUZUKI,15.39
"SUPERSEDED BY 2560005D03 LEVER ASSY,GEAR",25600-05D02 SUZUKI,104.36
SUPERSEDED BY 0949260011 P/J 60 (N101043,09492-60017 SUZUKI,14.53
"LEVER ASSY, GEAR SHIFT INCLUDES ITEM(S) 28 30",25600-10F02 SUZUKI,157.15
PILOT JET,09492-65005 SUZUKI,11.2
AIR JET,09493-20012 SUZUKI,19.16
AIR JET,09493-20020 SUZUKI,16.59
AIR JET,09493-28006 SUZUKI,16.05
"SUPERSEDED BY 5830048G21 CABLE ASSY,THRO",58300-48G20 SUZUKI,70.28
"CABLE SET, THROTTLE",58301-28H20 SUZUKI,90.56
"JET, PISTON COOLING",09493-80009 SUZUKI,20.38
"SUPERSEDED BY 1430506J21 MUFFLER,FR",14305-06J20 SUZUKI,2776.49
MUFFLER,14305-28K00-H01 SUZUKI,1599.56
NEEDLE JET,09494-00398 SUZUKI,24.46
"SUPERSEDED BY 5841002403 CABLE,STARTER",58410-02401 SUZUKI,16.66
FRONT FENDER NON P,53111-38G01 SUZUKI,185.46
FENDER,53111-40B01-25Y SUZUKI,389.79
FENDER,53111-40B01-YU1 SUZUKI,382.82
SUPERSEDED BY 3210138B02 STATOR ASSY,32101-38B00 SUZUKI,786.13
"TANK ASSY, FUEL (BLACK)",49100-32E10-019 SUZUKI,1086.43
BRAKE PAD & SHIM,69100-18820 SUZUKI,59.8
BRAKE PAD,69100-19821 SUZUKI,70.7
SEAT,45100-17K03-W05 SUZUKI,289.79
SEAT ASSY (BLACK),45100-18K01-BBC SUZUKI,408.28
SEAT,45100-21H00-6BY SUZUKI,260.16
"CUSHION,PILLION",46212-10L00 SUZUKI,1.49
FUEL TANK MOLDING,68241-20K01 SUZUKI,2.11
OUTPUT CAM DOG,24923-48G10 SUZUKI,126.64
PILLION HANDLE COVER,46217-14G00-291 SUZUKI,30.13
CASE,24931-48G00 SUZUKI,375.87
FUEL TANK COVER,44180-14J00 SUZUKI,37.11
"TAPE, WHEEL REAR RH (ORANGE/BLACK",68251-15H00-ECE SUZUKI,61.13
"TAPE, RH",68251-17K00-BQW SUZUKI,62.26
WHEEL DECAL,68251-47H10-BAJ SUZUKI,61.21
FRAME COVER,47211-49J00-30H SUZUKI,84.69
"COVER, FUEL TANK LH",44181-48H00-AY4 SUZUKI,370.0
FRAME COVER,47220-18K10-YVB SUZUKI,114.36
INTAKE COVER DECAL,68270-14J20-BV8 SUZUKI,30.46
"SUPERSEDED BY 4622103H11W6V HANDLE,PILLION",46221-03H10-W6V SUZUKI,96.92
"HANDLE, PILLION RIDER LH",46221-03H11-YUH SUZUKI,89.11
"COVER,INTAKE R",68270-15H50-AG5 SUZUKI,309.8
"SHIELD, TANK HEAT NO.2",44193-39G00 SUZUKI,100.49
DRIVE SHAFT,24961-27H50 SUZUKI,233.52
"COVER,FRAME CTR",47310-10L00-YLF SUZUKI,87.44
"SUPERSEDED BY 4631027H01YSN CARRIER,REAR",46310-27H00-YSN SUZUKI,609.13
AIR COVER,18531-06G01 SUZUKI,12.19
".EMBLEM,SUZUKI (BLACK) BODY COLOR:YKV",68275-17K30-019 SUZUKI,15.62
"CAP SET,FUEL TA",44200-39841 SUZUKI,177.36
CENTER FRAME COVER,47311-13K00-YVB SUZUKI,197.95
"CAP SET, FUEL TANK",44200-39870 SUZUKI,233.31
"CAP SET,FUEL TA",44200-41811 SUZUKI,128.95
"COVER, CENTER (SILVER) GSX1300R FOR NY2",47311-24F00-YD8 SUZUKI,43.07
CENTER FRAME COVER,47311-43F02-YU1 SUZUKI,447.51
CENTER FRAME COVER,47311-43G00-YU1 SUZUKI,464.54
"CUSHION, INLET",44263-10G10 SUZUKI,16.98
"SUPERSEDED BY 4427014J12YVB COVER,FUEL TNK",44270-14J10-YVB SUZUKI,191.9
FUEL TANK COVER,44270-14J12-YSF SUZUKI,182.51
"RUBBER, INLET",44261-31G00 SUZUKI,12.28
"SUPERSEDED BY 4641031G13YFS CARRIER,FRONT",46410-31G12-YFS SUZUKI,306.74
HEADLIGHT,35100-31F30-999 SUZUKI,706.93
FUEL TANK COVER,44271-08GA0-YU1 SUZUKI,56.39
"HOSE,CSTR SURGE NO.1",18563-06L20 SUZUKI,20.9
"SUPERSEDED BY 4428014J12YMF COVER,FUEL TANK",44280-14J10-YMF SUZUKI,157.1
EMBLEM,68281-01H00-YU8 SUZUKI,8.2
EMBLEM,68281-01H01-019 SUZUKI,8.67
"EMBLEM,SUZUKI",68281-01H01-YU8 SUZUKI,8.2
"LABEL,GENERAL WARNING FRENCH",68319-10L30 SUZUKI,4.1
"COVER,SIDE RH",47110-06J20-YUD SUZUKI,98.48
"HOSE COMP,PURGE",18565-37L00 SUZUKI,35.79
"COVER, FRAME HEAD LH (BLACK)",47361-06J00-019 SUZUKI,69.15
"SUPERSEDED BY 4736141F02019 COVER,FRAME HEA",47361-41F01-019 SUZUKI,61.64
